#{"t_start": 1701724770.939639, "env_id": "multigrid-mapf-v0"}
r,l,t
359.54,1000,105.069706
469.9,1000,252.021731
433.25,1000,362.216065
363.34,1000,512.696144
357.98,1000,661.788523
215.73,1000,771.48707
198.03,1000,923.904574
210.74,1000,1075.060432
310.01,1000,1184.230373
356.11,1000,1334.334159
332.34,1000,1485.174442
336.54,1000,1595.853152
310.06,1000,1744.17643
310.03,1000,1854.503262
210.74,1000,2004.636655
258.83,1000,2155.268226
249.11,1000,2264.052529
302.83,1000,2416.956152
262.77,1000,2568.891683
210.7,1000,2678.456348
173.31,1000,2830.521346
260.25,1000,2976.155622
118.58,1000,3086.386261
260.32,1000,3236.303495
366.79,1000,3387.77564
329.84,1000,3499.526421
249.5,1000,3650.676588
353.98,1000,3759.518159
268.93,1000,3909.467905
381.86,1000,4059.539489
310.02,1000,4167.792919
201.06,1000,4312.181814
328.39,1000,4437.0935
275.04,1000,4530.648313
435.28,1000,4653.186656
404.64,1000,4774.711986
387.07,1000,4868.638876
400.0,1000,4992.689279
400.01,1000,5088.629997
500.0,1000,5216.308219
556.17,1000,5364.804008
407.4,1000,5472.796507
500.13,1000,5618.545187
456.93,1000,5765.725899
255.16,1000,5873.839391
306.5,1000,6001.236881
316.55,1000,6149.260882
399.93,1000,6259.195482
477.6,1000,6409.339298
486.45,1000,6560.300608
400.03,1000,6666.485222
353.94,1000,6814.762989
383.9,1000,6922.812724
321.01,1000,7070.990278
111.8,1000,7221.209787
473.36,1000,7328.381424
384.79,1000,7477.483782
325.42,1000,7624.838478
254.26,1000,7732.796296
300.7,1000,7882.864434
289.77,1000,8029.547095
106.39,1000,8137.031833
321.51,1000,8285.802677
300.0,1000,8388.330275
200.03,1000,8539.645144
300.7,1000,8687.51135
400.0,1000,8796.540887
400.0,1000,8945.816041
300.0,1000,9093.888397
266.88,1000,9203.255087
387.04,1000,9351.34701
300.0,1000,9499.683591
400.0,1000,9607.765257
220.5,1000,9757.082035
300.0,1000,9902.985771
200.7,1000,10012.561836
300.0,1000,10160.413435
200.7,1000,10270.404789
300.0,1000,10418.27532
199.91,1000,10567.114823
110.84,1000,10676.941561
79.36,1000,10827.630511
105.53,1000,10979.476987
124.22,1000,11086.826037
153.02,1000,11236.631794
110.18,1000,11382.731235
100.0,1000,11490.883821
200.0,1000,11639.047644
200.0,1000,11745.985875
200.0,1000,11894.810058
200.0,1000,12046.466167
100.0,1000,12155.208484
100.0,1000,12305.167616
200.0,1000,12453.510653
200.0,1000,12561.124105
200.0,1000,12713.468379
200.0,1000,12862.267898
200.0,1000,12969.744277
200.0,1000,13116.355544
200.0,1000,13264.929373
200.0,1000,13374.787004
100.0,1000,13526.679792
200.0,1000,13635.445696
200.0,1000,13782.147051
196.4,1000,13933.054937
157.61,1000,14039.967229
200.0,1000,14185.761455
56.08,1000,14333.130871
110.27,1000,14440.413789
115.04,1000,14590.4326
146.72,1000,14740.932379
121.6,1000,14851.330312
100.0,1000,14995.902842
100.0,1000,15104.04317
0.0,1000,15252.927704
100.0,1000,15403.698696
100.0,1000,15512.014095
100.0,1000,15660.737304
100.0,1000,15811.481672
100.0,1000,15919.08026
100.0,1000,16070.38099
100.0,1000,16220.50056
100.0,1000,16327.939811
100.0,1000,16476.340018
0.0,1000,16626.552418
100.0,1000,16737.126173
0.0,1000,16887.888002
0.0,1000,16991.840128
100.0,1000,17142.56212
0.0,1000,17292.277679
100.0,1000,17403.514958
0.0,1000,17552.878241
60.8,1000,17703.689597
88.0,1000,17812.932395
0.0,1000,17963.123124
100.0,1000,18115.828257
100.0,1000,18224.294046
100.0,1000,18372.489895
100.0,1000,18483.832888
100.0,1000,18634.317935
100.0,1000,18784.624704
0.0,1000,18893.304034
100.0,1000,19039.896653
0.0,1000,19190.678285
100.0,1000,19300.308334
100.0,1000,19450.819159
0.0,1000,19599.362208
100.0,1000,19707.60066
100.0,1000,19856.66625
0.0,1000,20000.994882
0.0,1000,20109.996093
100.0,1000,20256.237493
0.0,1000,20365.440249
0.0,1000,20514.470178
100.0,1000,20663.37118
100.0,1000,20773.000012
100.0,1000,20924.368209
100.0,1000,21072.377598
100.0,1000,21183.879233
100.0,1000,21332.598583
25.62,1000,21482.10117
100.0,1000,21590.14456
100.0,1000,21737.77529
100.0,1000,21847.682454
100.0,1000,21996.624194
100.0,1000,22147.192388
100.0,1000,22256.948663
100.0,1000,22406.939227
100.0,1000,22558.921087
