#{"t_start": 1701724771.0306637, "env_id": "multigrid-mapf-v0"}
r,l,t
263.43,1000,105.189005
266.96,1000,252.145328
211.23,1000,362.339636
189.98,1000,512.817949
256.29,1000,661.966465
176.28,1000,771.606085
310.04,1000,924.028899
207.51,1000,1075.184054
281.25,1000,1184.354678
203.73,1000,1334.456666
84.42,1000,1485.299625
110.02,1000,1595.97902
156.11,1000,1744.298915
156.13,1000,1854.626249
110.43,1000,2004.759327
110.03,1000,2155.386323
110.05,1000,2264.178749
146.74,1000,2417.130895
153.25,1000,2569.016616
107.13,1000,2678.580889
20.03,1000,2830.693849
109.3,1000,2976.273903
66.11,1000,3086.507015
199.92,1000,3236.422411
200.05,1000,3387.90052
164.01,1000,3499.654198
177.39,1000,3650.801541
200.05,1000,3759.650022
190.6,1000,3909.584951
144.11,1000,4059.722221
100.05,1000,4167.915623
100.04,1000,4312.294747
100.02,1000,4437.205894
100.02,1000,4530.764568
200.0,1000,4653.346406
185.6,1000,4774.821975
153.94,1000,4868.753015
200.01,1000,4992.80131
22.86,1000,5088.747659
100.0,1000,5216.49363
100.02,1000,5364.980565
100.0,1000,5472.921712
200.0,1000,5618.729971
200.0,1000,5765.84384
57.62,1000,5873.949718
5.62,1000,6001.418881
100.0,1000,6149.387301
110.32,1000,6259.316672
64.04,1000,6409.518896
100.02,1000,6560.423193
17.63,1000,6666.605171
0.0,1000,6814.880578
173.61,1000,6922.934689
0.02,1000,7071.108597
200.0,1000,7221.323455
161.66,1000,7328.501405
38.83,1000,7477.658229
0.02,1000,7624.959627
0.0,1000,7732.913448
100.0,1000,7882.987452
95.53,1000,8029.669811
200.0,1000,8137.146506
100.22,1000,8285.916186
100.0,1000,8388.447181
100.0,1000,8539.768686
0.0,1000,8687.629645
160.31,1000,8796.664333
100.02,1000,8945.940432
200.0,1000,9094.010068
100.0,1000,9203.376856
200.0,1000,9351.4639
200.0,1000,9499.803324
100.0,1000,9607.8895
100.02,1000,9757.204809
200.0,1000,9903.110219
200.0,1000,10012.681421
100.0,1000,10160.534987
200.0,1000,10270.530152
100.0,1000,10418.398595
200.0,1000,10567.241619
100.0,1000,10677.062425
100.0,1000,10827.755598
200.0,1000,10979.596964
100.0,1000,11086.943634
100.0,1000,11236.752183
100.0,1000,11382.854402
100.0,1000,11491.004667
200.0,1000,11639.164018
100.0,1000,11746.102105
100.0,1000,11894.938538
100.0,1000,12046.587879
200.0,1000,12155.32673
100.0,1000,12305.296275
200.0,1000,12453.629204
200.0,1000,12561.244098
100.0,1000,12713.648694
200.0,1000,12862.39129
200.0,1000,12969.862863
100.0,1000,13116.52611
200.0,1000,13265.045732
0.0,1000,13374.914583
200.0,1000,13526.805354
100.0,1000,13635.569276
100.0,1000,13782.267603
200.0,1000,13933.175731
200.0,1000,14040.085546
100.0,1000,14185.877784
200.0,1000,14333.303212
100.0,1000,14440.535716
200.0,1000,14590.554229
200.0,1000,14741.053778
200.0,1000,14851.451777
164.03,1000,14996.020314
100.02,1000,15104.163639
100.0,1000,15253.10673
200.0,1000,15403.819867
100.0,1000,15512.132591
200.0,1000,15660.864739
200.0,1000,15811.654742
200.0,1000,15919.204181
0.0,1000,16070.500782
100.0,1000,16220.619902
100.0,1000,16328.058344
100.0,1000,16476.457768
100.0,1000,16626.727853
200.0,1000,16737.248101
200.0,1000,16888.012681
200.0,1000,16991.963235
0.01,1000,17142.743865
102.43,1000,17292.397681
100.0,1000,17403.632453
100.0,1000,17552.998463
