#{"t_start": 1701724770.9850903, "env_id": "multigrid-mapf-v0"}
r,l,t
256.3,1000,105.129291
434.35,1000,252.08316
329.96,1000,362.278625
246.6,1000,512.756402
390.66,1000,661.851401
400.83,1000,771.54866
280.26,1000,923.966628
167.83,1000,1075.120742
310.03,1000,1184.293125
256.38,1000,1334.39637
258.84,1000,1485.237457
237.65,1000,1595.916931
210.03,1000,1744.239494
210.02,1000,1854.565695
243.73,1000,2004.698959
110.74,1000,2155.327379
163.95,1000,2264.114699
210.05,1000,2417.069667
258.18,1000,2568.953782
148.91,1000,2678.517736
123.61,1000,2830.581939
310.0,1000,2976.213797
298.57,1000,3086.447585
70.4,1000,3236.362602
251.23,1000,3387.83851
136.85,1000,3499.589596
300.01,1000,3650.738961
115.16,1000,3759.579117
288.83,1000,3909.527803
153.92,1000,4059.658778
135.22,1000,4167.855306
200.01,1000,4312.237395
300.0,1000,4437.148922
200.7,1000,4530.707103
200.03,1000,4653.241029
200.73,1000,4774.76748
335.21,1000,4868.695477
276.47,1000,4992.744493
200.0,1000,5088.688453
300.0,1000,5216.371961
200.13,1000,5364.86556
297.84,1000,5472.859817
155.36,1000,5618.608563
152.06,1000,5765.786114
200.0,1000,5873.894383
205.63,1000,6001.300667
208.02,1000,6149.325454
200.01,1000,6259.257207
212.81,1000,6409.401573
200.0,1000,6560.35996
171.94,1000,6666.545907
110.0,1000,6814.820103
56.08,1000,6922.873194
86.03,1000,7071.048433
278.34,1000,7221.265274
82.74,1000,7328.439906
200.01,1000,7477.544129
200.0,1000,7624.898813
277.21,1000,7732.856259
164.74,1000,7882.927733
199.91,1000,8029.609192
164.99,1000,8137.089206
300.0,1000,8285.859617
300.0,1000,8388.389771
56.12,1000,8539.707206
151.76,1000,8687.571631
153.65,1000,8796.604149
100.03,1000,8945.87894
264.72,1000,9093.948312
189.2,1000,9203.317448
253.92,1000,9351.40687
253.92,1000,9499.745343
127.28,1000,9607.827641
280.56,1000,9757.142924
300.0,1000,9903.047703
79.84,1000,10012.619277
174.08,1000,10160.474034
300.0,1000,10270.467326
200.0,1000,10418.337062
253.92,1000,10567.179051
244.38,1000,10677.002893
256.08,1000,10827.693524
194.24,1000,10979.537825
53.92,1000,11086.886067
153.74,1000,11236.692216
300.0,1000,11382.792115
53.92,1000,11490.944624
200.0,1000,11639.107163
261.84,1000,11746.043236
192.08,1000,11894.872846
300.0,1000,12046.526465
300.0,1000,12155.267576
300.0,1000,12305.233305
200.0,1000,12453.570437
200.0,1000,12561.187349
130.88,1000,12713.527182
300.0,1000,12862.328593
135.2,1000,12969.803446
272.64,1000,13116.466168
300.0,1000,13264.987125
200.0,1000,13374.851298
300.0,1000,13526.742752
291.9,1000,13635.508141
125.54,1000,13782.207045
200.0,1000,13933.112404
200.0,1000,14040.024963
100.0,1000,14185.820279
100.0,1000,14333.243935
200.0,1000,14440.474329
100.0,1000,14590.495148
100.0,1000,14740.993231
100.03,1000,14851.390933
100.0,1000,14995.960338
200.0,1000,15104.104999
100.0,1000,15253.045
100.0,1000,15403.7592
200.0,1000,15512.075226
100.0,1000,15660.79927
100.0,1000,15811.5407
48.8,1000,15919.142497
200.0,1000,16070.440872
134.43,1000,16220.558697
199.91,1000,16327.999537
200.0,1000,16476.399769
200.0,1000,16626.669824
0.01,1000,16737.187314
200.0,1000,16887.94914
200.0,1000,16991.901059
100.0,1000,17142.683439
200.0,1000,17292.340682
100.0,1000,17403.573703
48.83,1000,17552.941152
120.5,1000,17703.750215
100.0,1000,17812.993239
0.0,1000,17963.1825
100.0,1000,18115.954773
0.0,1000,18224.352954
0.0,1000,18372.555903
0.0,1000,18483.897075
100.0,1000,18634.375929
100.0,1000,18784.684661
0.0,1000,18893.363227
100.0,1000,19039.957206
100.0,1000,19190.735851
0.0,1000,19300.369727
100.0,1000,19450.935034
100.0,1000,19599.424838
100.0,1000,19707.663224
100.0,1000,19856.726428
100.0,1000,20001.055246
0.0,1000,20110.056302
100.0,1000,20256.299834
100.0,1000,20365.503425
100.0,1000,20514.532115
100.0,1000,20663.497048
100.0,1000,20773.062724
100.0,1000,20924.432691
100.0,1000,21072.440745
100.0,1000,21183.943664
100.0,1000,21332.715385
100.0,1000,21482.163526
100.0,1000,21590.203933
100.0,1000,21737.835577
0.0,1000,21847.740484
0.02,1000,21996.739495
0.0,1000,22147.254821
100.0,1000,22257.01212
100.0,1000,22406.99971
0.11,1000,22558.981393
0.0,1000,22665.628414
100.0,1000,22809.117357
100.0,1000,22961.792668
100.0,1000,23071.724506
100.0,1000,23221.956251
100.0,1000,23370.785178
0.0,1000,23479.779615
100.0,1000,23631.346819
100.0,1000,23743.208367
100.0,1000,23895.942848
100.0,1000,24042.622959
73.51,1000,24151.672722
0.0,1000,24302.956791
0.0,1000,24452.821566
100.0,1000,24562.290437
100.0,1000,24709.093832
85.62,1000,24858.314185
100.0,1000,24968.556158
0.0,1000,25118.882557
100.0,1000,25227.982763
0.0,1000,25374.411969
0.0,1000,25524.570573
48.8,1000,25627.452518
100.0,1000,25776.185886
100.0,1000,25925.497943
100.0,1000,26023.020562
100.0,1000,26148.35163
0.0,1000,26271.626465
0.0,1000,26367.13659
100.0,1000,26492.053931
100.0,1000,26624.158854
100.0,1000,26731.543021
53.92,1000,26883.916668
75.2,1000,26997.097842
0.01,1000,27155.490236
0.01,1000,27312.801192
0.0,1000,27426.418549
0.0,1000,27582.76696
99.91,1000,27739.89405
0.02,1000,27853.951719
0.0,1000,28012.298728
99.91,1000,28171.106045
9.71,1000,28283.949553
0.0,1000,28443.256439
99.91,1000,28597.43672
0.01,1000,28712.338928
0.01,1000,28869.152595
100.0,1000,28981.063289
99.91,1000,29136.14329
100.0,1000,29294.049245
13.63,1000,29407.286734
100.0,1000,29564.350193
0.03,1000,29720.517656
100.0,1000,29833.284969
0.0,1000,29985.559574
0.0,1000,30142.623156
0.0,1000,30257.449322
100.0,1000,30413.641367
0.0,1000,30527.842942
0.0,1000,30683.391611
0.02,1000,30840.102363
40.01,1000,30952.476384
0.02,1000,31106.269438
0.01,1000,31263.552745
0.01,1000,31375.447673
0.0,1000,31524.301533
0.0,1000,31681.233884
0.0,1000,31794.658628
100.0,1000,31949.654044
100.0,1000,32111.329224
100.0,1000,32222.431788
0.01,1000,32380.006931
0.03,1000,32493.530291
100.0,1000,32654.149439
0.0,1000,32813.012637
0.01,1000,32925.146407
0.01,1000,33081.818516
0.0,1000,33238.625046
0.03,1000,33352.610476
0.01,1000,33510.879663
100.0,1000,33666.5276
