#{"t_start": 1701724770.9246073, "env_id": "multigrid-mapf-v0"}
r,l,t
251.29,1000,105.045051
249.9,1000,251.99972
372.45,1000,362.196078
381.32,1000,512.675966
292.18,1000,661.767578
296.92,1000,771.468048
299.92,1000,923.883225
299.97,1000,1075.039827
334.3,1000,1184.21079
429.41,1000,1334.314489
433.69,1000,1485.156466
404.72,1000,1595.832921
336.46,1000,1744.157583
410.04,1000,1854.482705
408.32,1000,2004.617158
464.12,1000,2155.248401
300.35,1000,2264.032342
369.2,1000,2416.937253
499.32,1000,2568.872049
310.53,1000,2678.436021
409.15,1000,2830.498752
215.66,1000,2976.135069
121.7,1000,3086.367148
192.98,1000,3236.283432
300.6,1000,3387.753659
187.84,1000,3499.505686
198.93,1000,3650.656893
399.82,1000,3759.496919
135.14,1000,3909.447827
230.55,1000,4059.519156
300.1,1000,4167.771693
274.63,1000,4312.162053
222.66,1000,4437.075484
211.18,1000,4530.628487
119.51,1000,4653.168221
384.04,1000,4774.691894
300.7,1000,4868.620415
348.8,1000,4992.670699
300.0,1000,5088.609162
400.0,1000,5216.287787
396.4,1000,5364.784312
400.0,1000,5472.775216
349.61,1000,5618.525023
308.49,1000,5765.704156
303.84,1000,5873.819317
305.64,1000,6001.216908
354.73,1000,6149.241325
173.99,1000,6259.174098
268.32,1000,6409.318549
103.1,1000,6560.281514
362.99,1000,6666.464693
335.94,1000,6814.743037
176.88,1000,6922.793622
210.01,1000,7070.971447
210.12,1000,7221.190315
273.98,1000,7328.36136
384.9,1000,7477.464489
120.03,1000,7624.817217
400.11,1000,7732.77623
352.17,1000,7882.84493
353.95,1000,8029.526815
444.03,1000,8137.009966
451.76,1000,8285.782917
456.08,1000,8388.309513
453.92,1000,8539.610517
254.65,1000,8687.493379
453.92,1000,8796.521636
383.46,1000,8945.796447
356.17,1000,9093.80751
389.2,1000,9203.183965
353.92,1000,9351.325991
400.0,1000,9499.662587
400.0,1000,9607.74509
375.52,1000,9757.061881
278.4,1000,9902.964719
400.0,1000,10012.541598
282.0,1000,10160.391944
172.62,1000,10270.385566
300.0,1000,10418.257214
388.48,1000,10567.094151
365.44,1000,10676.920505
300.0,1000,10827.607919
300.0,1000,10979.455545
400.0,1000,11086.80591
254.63,1000,11236.609231
355.27,1000,11382.71327
399.91,1000,11490.81074
174.82,1000,11639.026814
300.0,1000,11745.965052
264.0,1000,11894.788475
210.0,1000,12046.447581
197.76,1000,12155.18706
110.7,1000,12305.146951
283.44,1000,12453.489913
300.0,1000,12561.0461
31.58,1000,12713.448433
253.92,1000,12862.247589
300.0,1000,12969.724612
200.0,1000,13116.336555
200.7,1000,13264.909702
200.61,1000,13374.766856
253.92,1000,13526.658716
253.92,1000,13635.425216
300.0,1000,13782.127977
300.0,1000,13933.034502
300.0,1000,14039.947888
200.0,1000,14185.743643
256.8,1000,14333.109369
97.82,1000,14440.393277
161.82,1000,14590.41171
156.96,1000,14740.912789
190.64,1000,14851.308677
267.6,1000,14995.882037
110.0,1000,15104.022924
100.7,1000,15252.908034
200.07,1000,15403.678648
200.0,1000,15511.994593
210.0,1000,15660.717261
103.01,1000,15811.462161
227.28,1000,15919.058707
238.8,1000,16070.360295
210.0,1000,16220.480641
200.52,1000,16327.919296
210.0,1000,16476.320524
200.0,1000,16626.530493
295.77,1000,16737.104952
204.93,1000,16887.812669
300.0,1000,16991.764596
300.0,1000,17142.540963
200.0,1000,17292.255668
300.0,1000,17403.493118
300.0,1000,17552.859058
300.0,1000,17703.669713
236.8,1000,17812.913035
299.82,1000,17963.10162
300.0,1000,18115.807107
27.98,1000,18224.273124
300.0,1000,18372.467333
299.91,1000,18483.814158
300.0,1000,18634.299968
300.0,1000,18784.604995
200.7,1000,18893.22778
186.32,1000,19039.877234
300.0,1000,19190.659838
267.15,1000,19300.286029
300.0,1000,19450.800386
300.0,1000,19599.341703
200.43,1000,19707.580729
300.0,1000,19856.646103
300.0,1000,20000.975157
299.91,1000,20109.975778
300.0,1000,20256.217766
300.0,1000,20365.419341
54.62,1000,20514.449147
122.24,1000,20663.348674
175.7,1000,20772.979601
300.0,1000,20924.347742
253.92,1000,21072.356546
300.0,1000,21183.859437
100.7,1000,21332.577211
89.12,1000,21482.082524
300.0,1000,21590.124871
236.73,1000,21737.754215
270.48,1000,21847.662623
200.0,1000,21996.605367
256.08,1000,22147.170703
163.92,1000,22256.925243
125.67,1000,22406.917334
173.37,1000,22558.901723
252.48,1000,22665.545468
130.6,1000,22809.034193
110.0,1000,22961.715894
58.96,1000,23071.64612
110.0,1000,23221.875544
146.72,1000,23370.702523
53.92,1000,23479.698896
110.0,1000,23631.258455
140.24,1000,23743.124944
94.66,1000,23895.803214
0.76,1000,24042.541003
0.0,1000,24151.589136
133.66,1000,24302.873016
100.7,1000,24452.739657
170.4,1000,24562.206001
32.01,1000,24709.011061
48.8,1000,24858.23184
200.0,1000,24968.474639
200.0,1000,25118.8006
0.0,1000,25227.903514
4.92,1000,25374.329648
200.0,1000,25524.489013
100.0,1000,25627.372244
10.1,1000,25776.10869
100.94,1000,25925.41468
156.0,1000,26022.940314
9.28,1000,26148.223193
200.0,1000,26271.552459
13.0,1000,26367.06223
17.28,1000,26491.978184
10.0,1000,26624.071782
200.0,1000,26731.4584
10.0,1000,26883.836157
108.23,1000,26997.017331
7.36,1000,27155.408746
199.82,1000,27312.716951
199.82,1000,27426.279371
10.0,1000,27582.682586
10.01,1000,27739.813084
10.01,1000,27853.870211
10.01,1000,28012.220796
10.0,1000,28171.026836
10.02,1000,28283.868275
10.01,1000,28443.104143
10.01,1000,28597.354918
105.98,1000,28712.255852
14.1,1000,28869.070117
10.0,1000,28980.980078
10.0,1000,29136.059096
10.0,1000,29293.963367
10.0,1000,29407.20833
110.0,1000,29564.272808
137.36,1000,29720.438346
30.73,1000,29833.205238
10.0,1000,29985.479493
110.0,1000,30142.477101
10.0,1000,30257.369755
10.01,1000,30413.561962
10.0,1000,30527.760305
10.02,1000,30683.308351
10.0,1000,30840.016202
146.0,1000,30952.394213
10.02,1000,31106.191447
10.0,1000,31263.469932
10.0,1000,31375.366892
110.0,1000,31524.219201
62.13,1000,31681.152697
109.91,1000,31794.577659
10.0,1000,31949.511338
18.01,1000,32111.244503
110.0,1000,32222.351142
109.91,1000,32379.92445
10.03,1000,32493.45285
10.0,1000,32654.066434
110.0,1000,32812.933469
110.0,1000,32925.066877
110.0,1000,33081.741147
10.0,1000,33238.543988
110.0,1000,33352.528127
10.0,1000,33510.744372
10.03,1000,33666.446766
10.01,1000,33776.350687
10.01,1000,33931.091687
10.02,1000,34044.957035
110.0,1000,34202.027948
110.0,1000,34359.682717
10.0,1000,34467.963808
110.0,1000,34621.660821
10.0,1000,34777.850209
110.0,1000,34888.617177
110.0,1000,35048.167145
110.0,1000,35207.877375
110.0,1000,35319.269053
10.0,1000,35472.208819
110.0,1000,35627.763044
10.0,1000,35740.405475
12.18,1000,35900.269355
110.0,1000,36014.646811
53.2,1000,36169.682233
10.0,1000,36326.513504
110.0,1000,36439.192992
10.0,1000,36598.159902
110.0,1000,36754.643231
48.41,1000,36865.489308
10.0,1000,37018.523521
10.0,1000,37174.325113
10.0,1000,37286.185133
109.2,1000,37443.866992
59.51,1000,37551.859357
10.0,1000,37710.036666
110.0,1000,37860.618075
110.0,1000,37972.243377
110.0,1000,38129.797165
109.91,1000,38288.915282
23.61,1000,38401.682415
10.0,1000,38558.466951
110.0,1000,38714.643155
110.0,1000,38828.708754
110.0,1000,38983.773026
10.01,1000,39141.324008
109.91,1000,39255.033417
10.0,1000,39411.36003
110.0,1000,39525.471749
110.0,1000,39681.076014
110.0,1000,39840.194157
109.91,1000,39952.342066
47.98,1000,40109.339392
110.0,1000,40266.488148
10.0,1000,40380.542496
