#{"t_start": 1701724770.977413, "env_id": "multigrid-mapf-v0"}
r,l,t
323.0,1000,105.120205
310.01,1000,252.072658
224.72,1000,362.268262
195.26,1000,512.746553
211.64,1000,661.840214
310.71,1000,771.539171
396.62,1000,923.956288
245.06,1000,1075.109856
290.83,1000,1184.281771
132.33,1000,1334.385696
286.15,1000,1485.227109
287.62,1000,1595.906528
260.71,1000,1744.228695
182.43,1000,1854.554622
143.73,1000,2004.688218
11.0,1000,2155.3176
63.97,1000,2264.103809
10.71,1000,2417.059774
15.04,1000,2568.943733
66.1,1000,2678.508106
66.82,1000,2830.569676
110.02,1000,2976.204438
53.2,1000,3086.437099
148.85,1000,3236.352438
200.03,1000,3387.827113
109.51,1000,3499.578948
300.12,1000,3650.72903
72.45,1000,3759.568526
151.34,1000,3909.519511
200.01,1000,4059.648674
172.71,1000,4167.844118
200.01,1000,4312.228916
200.04,1000,4437.139761
200.7,1000,4530.696453
300.01,1000,4653.232394
248.82,1000,4774.758655
200.02,1000,4868.686886
100.7,1000,4992.735017
188.81,1000,5088.677097
300.01,1000,5216.360246
200.13,1000,5364.854968
147.22,1000,5472.849773
105.74,1000,5618.597524
252.01,1000,5765.777075
300.0,1000,5873.885376
115.07,1000,6001.29079
200.85,1000,6149.315032
200.72,1000,6259.246638
212.81,1000,6409.391279
200.02,1000,6560.350045
125.84,1000,6666.536838
256.08,1000,6814.809429
57.24,1000,6922.863397
310.0,1000,7071.038444
200.72,1000,7221.256313
182.83,1000,7328.430402
271.2,1000,7477.53398
54.62,1000,7624.888758
353.92,1000,7732.844414
239.91,1000,7882.917242
200.72,1000,8029.598877
295.77,1000,8137.079802
254.62,1000,8285.849376
400.0,1000,8388.381045
300.0,1000,8539.697104
300.7,1000,8687.561682
400.0,1000,8796.594254
300.0,1000,8945.868964
300.7,1000,9093.937158
253.92,1000,9203.30719
400.0,1000,9351.396195
300.0,1000,9499.734828
236.73,1000,9607.817627
400.0,1000,9757.1339
400.0,1000,9903.036466
300.7,1000,10012.608869
300.0,1000,10160.464192
400.0,1000,10270.457211
200.0,1000,10418.325651
288.48,1000,10567.168411
390.55,1000,10676.992416
363.28,1000,10827.68363
300.0,1000,10979.52708
300.61,1000,11086.87718
253.92,1000,11236.682366
300.0,1000,11382.782213
258.22,1000,11490.934913
396.4,1000,11639.096955
262.36,1000,11746.034205
346.09,1000,11894.860675
366.07,1000,12046.516582
353.28,1000,12155.257094
300.7,1000,12305.221922
172.64,1000,12453.560893
210.0,1000,12561.176587
210.0,1000,12713.518049
210.0,1000,12862.319026
356.08,1000,12969.793295
356.08,1000,13116.4031
310.0,1000,13264.978234
268.32,1000,13374.841198
120.78,1000,13526.733011
310.09,1000,13635.497787
110.7,1000,13782.19682
210.0,1000,13933.102278
310.0,1000,14040.015814
210.0,1000,14185.810725
356.08,1000,14333.234558
351.04,1000,14440.463958
294.96,1000,14590.484271
