#{"t_start": 1701724771.0078514, "env_id": "multigrid-mapf-v0"}
r,l,t
196.47,1000,105.157825
375.59,1000,252.11389
481.74,1000,362.310085
326.82,1000,512.787842
261.26,1000,661.936681
232.03,1000,771.577811
307.77,1000,923.99769
391.2,1000,1075.151674
322.91,1000,1184.322681
335.96,1000,1334.426946
310.7,1000,1485.269303
367.55,1000,1595.948392
279.19,1000,1744.269512
325.86,1000,1854.595711
400.01,1000,2004.728312
308.69,1000,2155.358053
210.0,1000,2264.14583
117.23,1000,2417.100191
247.41,1000,2568.986165
63.92,1000,2678.549663
63.92,1000,2830.609437
110.03,1000,2976.244512
31.83,1000,3086.478513
56.6,1000,3236.392251
48.46,1000,3387.869377
108.93,1000,3499.622446
100.23,1000,3650.768875
48.83,1000,3759.607913
48.92,1000,3909.554991
100.2,1000,4059.690603
79.91,1000,4167.884339
148.71,1000,4312.266341
75.31,1000,4437.17923
149.11,1000,4530.7371
248.8,1000,4653.320309
251.61,1000,4774.793704
235.13,1000,4868.7254
112.1,1000,4992.774328
200.03,1000,5088.717984
193.3,1000,5216.402698
155.3,1000,5364.95047
300.0,1000,5472.890576
255.36,1000,5618.638948
300.0,1000,5765.815221
164.83,1000,5873.921212
63.92,1000,6001.388264
164.71,1000,6149.355365
100.65,1000,6259.285716
144.76,1000,6409.487953
96.82,1000,6560.391299
84.25,1000,6666.575912
200.0,1000,6814.851047
200.0,1000,6922.904682
100.0,1000,7071.078972
100.0,1000,7221.294962
100.0,1000,7328.469559
168.28,1000,7477.576275
69.34,1000,7624.928778
189.2,1000,7732.883689
118.64,1000,7882.957761
100.0,1000,8029.639247
53.92,1000,8137.115674
97.84,1000,8285.888208
200.0,1000,8388.41836
200.0,1000,8539.73802
153.92,1000,8687.600867
100.0,1000,8796.633572
200.0,1000,8945.909503
153.92,1000,9093.979007
200.0,1000,9203.346541
120.3,1000,9351.436321
100.0,1000,9499.774243
100.0,1000,9607.85951
100.0,1000,9757.174173
100.0,1000,9903.078952
0.0,1000,10012.649876
100.0,1000,10160.50509
100.0,1000,10270.500301
100.0,1000,10418.36763
100.0,1000,10567.21004
100.0,1000,10677.033839
100.0,1000,10827.724901
100.0,1000,10979.566669
0.0,1000,11086.915909
100.0,1000,11236.72295
100.0,1000,11382.825288
99.91,1000,11490.975745
0.0,1000,11639.135711
100.0,1000,11746.07212
0.0,1000,11894.906178
100.0,1000,12046.557596
100.0,1000,12155.296777
0.0,1000,12305.2643
100.0,1000,12453.599422
100.0,1000,12561.216014
100.0,1000,12713.556765
100.0,1000,12862.359629
100.0,1000,12969.833751
100.0,1000,13116.496766
100.0,1000,13265.017818
100.0,1000,13374.883582
100.0,1000,13526.774501
100.0,1000,13635.538401
100.0,1000,13782.234254
100.0,1000,13933.142493
0.0,1000,14040.056047
100.0,1000,14185.849192
52.01,1000,14333.273805
0.0,1000,14440.505965
100.0,1000,14590.524813
100.0,1000,14741.023683
0.0,1000,14851.422241
100.0,1000,14995.989489
100.0,1000,15104.135205
100.0,1000,15253.075523
100.0,1000,15403.791151
0.0,1000,15512.105023
100.0,1000,15660.832839
100.0,1000,15811.62686
100.0,1000,15919.172604
100.0,1000,16070.469793
0.0,1000,16220.588819
100.0,1000,16328.02844
0.0,1000,16476.429776
0.0,1000,16626.699432
95.23,1000,16737.217731
0.0,1000,16887.981726
100.0,1000,16991.932098
100.0,1000,17142.713797
100.0,1000,17292.368388
100.0,1000,17403.603019
100.0,1000,17552.970817
0.0,1000,17703.777878
88.0,1000,17813.02466
100.0,1000,17963.211246
0.0,1000,18115.984672
100.0,1000,18224.381784
100.0,1000,18372.585608
100.0,1000,18483.928238
100.0,1000,18634.403726
100.0,1000,18784.71656
0.0,1000,18893.392473
100.0,1000,19039.988928
0.0,1000,19190.767742
100.0,1000,19300.405379
0.0,1000,19450.965399
100.0,1000,19599.456629
100.0,1000,19707.692639
100.0,1000,19856.757285
100.0,1000,20001.086505
100.0,1000,20110.087971
0.0,1000,20256.330944
100.0,1000,20365.536223
100.0,1000,20514.562634
100.0,1000,20663.528579
0.0,1000,20773.1519
100.0,1000,20924.461469
100.0,1000,21072.472803
100.0,1000,21183.97624
100.0,1000,21332.745158
100.0,1000,21482.193593
0.0,1000,21590.235284
100.0,1000,21737.86673
100.0,1000,21847.77208
100.0,1000,21996.770546
100.0,1000,22147.286455
0.0,1000,22257.041864
100.0,1000,22407.087666
0.0,1000,22559.010709
0.0,1000,22665.720088
100.0,1000,22809.148941
100.0,1000,22961.82352
100.0,1000,23071.755748
100.0,1000,23221.986109
8.01,1000,23370.81728
100.0,1000,23479.809913
100.0,1000,23631.376762
100.0,1000,23743.239619
100.0,1000,23895.970268
100.0,1000,24042.652213
100.0,1000,24151.703204
24.82,1000,24302.986745
0.0,1000,24452.853508
29.63,1000,24562.323659
100.0,1000,24709.125345
100.0,1000,24858.345441
100.0,1000,24968.588246
100.0,1000,25118.913609
100.0,1000,25228.013433
99.91,1000,25374.442757
0.0,1000,25524.602125
100.0,1000,25627.481552
100.0,1000,25776.214826
2.4,1000,25925.530364
100.0,1000,26023.048679
0.0,1000,26148.378927
90.4,1000,26271.655264
0.01,1000,26367.165449
85.51,1000,26492.081699
0.0,1000,26624.189653
51.2,1000,26731.574473
72.8,1000,26883.94539
75.2,1000,26997.128338
99.91,1000,27155.521635
0.0,1000,27312.830979
0.0,1000,27426.450693
0.01,1000,27582.796967
0.03,1000,27739.923453
0.02,1000,27853.982721
100.0,1000,28012.327903
0.02,1000,28171.137042
51.04,1000,28283.981773
0.02,1000,28443.286169
0.0,1000,28597.468482
0.03,1000,28712.371115
0.0,1000,28869.184803
100.0,1000,28981.095819
0.0,1000,29136.173543
100.0,1000,29294.082487
100.0,1000,29407.318987
0.03,1000,29564.382884
0.0,1000,29720.548392
100.0,1000,29833.313505
100.0,1000,29985.587817
0.0,1000,30142.652721
99.91,1000,30257.48055
0.01,1000,30413.672654
100.0,1000,30527.873749
3.55,1000,30683.425008
0.0,1000,30840.13409
0.0,1000,30952.569112
93.63,1000,31106.299423
0.0,1000,31263.58375
100.0,1000,31375.477394
100.0,1000,31524.394295
48.0,1000,31681.262558
100.0,1000,31794.690119
99.91,1000,31949.684985
0.03,1000,32111.361679
0.0,1000,32222.462338
0.0,1000,32380.038614
100.0,1000,32493.560512
0.0,1000,32654.179946
0.03,1000,32813.040484
100.0,1000,32925.178496
100.0,1000,33081.849281
100.0,1000,33238.652916
100.0,1000,33352.641079
0.01,1000,33510.907862
100.0,1000,33666.556339
100.0,1000,33776.455711
100.0,1000,33931.204091
0.0,1000,34045.070638
100.0,1000,34202.140522
100.0,1000,34359.798389
100.0,1000,34468.133327
0.03,1000,34621.770528
100.0,1000,34778.022988
100.0,1000,34888.790442
100.0,1000,35048.281345
99.91,1000,35207.986349
100.0,1000,35319.37431
0.0,1000,35472.318852
68.0,1000,35627.9333
0.0,1000,35740.516016
0.0,1000,35900.385619
100.0,1000,36014.762406
0.0,1000,36169.790607
0.0,1000,36326.624187
100.0,1000,36439.305258
0.0,1000,36598.269664
48.8,1000,36754.756499
100.0,1000,36865.600527
100.0,1000,37018.633208
100.0,1000,37174.434242
100.0,1000,37286.299473
48.03,1000,37443.977714
100.0,1000,37551.973483
100.0,1000,37710.145141
100.0,1000,37860.72648
0.0,1000,37972.356771
100.0,1000,38129.95177
0.0,1000,38289.031
100.0,1000,38401.795742
0.0,1000,38558.633385
100.0,1000,38714.75755
0.0,1000,38828.820749
100.0,1000,38983.887377
100.0,1000,39141.436747
99.91,1000,39255.1472
0.01,1000,39411.480093
100.0,1000,39525.583607
100.0,1000,39681.18508
100.0,1000,39840.304329
0.0,1000,39952.45788
100.0,1000,40109.453562
100.0,1000,40266.601344
0.0,1000,40380.720098
50.4,1000,40530.447458
0.0,1000,40688.240976
3.2,1000,40800.981485
100.0,1000,40953.962023
100.0,1000,41066.934641
100.0,1000,41225.30703
0.0,1000,41383.061968
0.0,1000,41495.623503
0.0,1000,41650.574384
80.0,1000,41805.915293
0.0,1000,41917.522101
100.0,1000,42074.386253
100.0,1000,42229.701152
100.0,1000,42340.559478
