#{"t_start": 1701724770.954803, "env_id": "multigrid-mapf-v0"}
r,l,t
231.27,1000,105.089849
257.47,1000,252.042183
255.99,1000,362.237165
157.48,1000,512.716661
155.41,1000,661.809189
96.2,1000,771.508652
109.96,1000,923.924541
156.13,1000,1075.078506
110.04,1000,1184.249731
110.04,1000,1334.355188
81.21,1000,1485.195575
83.81,1000,1595.873586
110.12,1000,1744.196078
89.86,1000,1854.522809
110.25,1000,2004.657947
21.56,1000,2155.288089
44.58,1000,2264.072189
17.21,1000,2417.028787
94.92,1000,2568.912261
10.03,1000,2678.476438
10.04,1000,2830.542253
70.56,1000,2976.174642
10.09,1000,3086.407152
4.01,1000,3236.322664
6.45,1000,3387.795565
0.0,1000,3499.548046
100.02,1000,3650.69703
0.03,1000,3759.538396
16.04,1000,3909.488345
18.43,1000,4059.617981
0.02,1000,4167.813405
74.43,1000,4312.200005
0.04,1000,4437.113097
28.05,1000,4530.668003
0.01,1000,4653.205801
132.81,1000,4774.730183
0.0,1000,4868.65865
100.03,1000,4992.708089
140.01,1000,5088.648629
0.0,1000,5216.328553
0.01,1000,5364.823395
100.0,1000,5472.81649
0.0,1000,5618.567113
52.83,1000,5765.747568
100.0,1000,5873.857163
100.02,1000,6001.258901
0.02,1000,6149.282406
100.01,1000,6259.217024
112.81,1000,6409.361381
100.0,1000,6560.319699
117.63,1000,6666.505338
100.02,1000,6814.780442
0.01,1000,6922.833421
0.0,1000,7071.00888
100.0,1000,7221.229152
200.0,1000,7328.399324
132.03,1000,7477.504078
200.0,1000,7624.858298
100.0,1000,7732.815269
100.0,1000,7882.885435
41.61,1000,8029.567093
100.0,1000,8137.050639
151.53,1000,8285.823359
100.01,1000,8388.350508
56.08,1000,8539.666492
100.0,1000,8687.531287
156.03,1000,8796.562833
100.02,1000,8945.837251
109.63,1000,9093.907046
0.0,1000,9203.276174
200.0,1000,9351.368276
200.0,1000,9499.703986
200.0,1000,9607.786812
100.0,1000,9757.102742
200.0,1000,9903.006428
0.0,1000,10012.58058
100.0,1000,10160.434651
200.0,1000,10270.426549
100.0,1000,10418.295482
200.0,1000,10567.135875
200.0,1000,10676.962523
200.0,1000,10827.6517
200.0,1000,10979.495939
200.0,1000,11086.846546
100.0,1000,11236.65123
200.0,1000,11382.750888
100.0,1000,11490.904758
200.0,1000,11639.066361
200.0,1000,11746.005212
100.0,1000,11894.830053
0.0,1000,12046.486643
200.0,1000,12155.228174
100.0,1000,12305.188308
200.0,1000,12453.531666
100.0,1000,12561.146409
0.0,1000,12713.490375
200.0,1000,12862.288189
200.0,1000,12969.763309
100.0,1000,13116.374614
0.0,1000,13264.949733
200.0,1000,13374.807165
200.0,1000,13526.701695
0.0,1000,13635.466091
200.0,1000,13782.165527
200.0,1000,13933.073858
200.0,1000,14039.985957
200.0,1000,14185.781783
0.02,1000,14333.15
100.0,1000,14440.43374
200.0,1000,14590.454019
200.0,1000,14740.952841
200.0,1000,14851.350746
100.0,1000,14995.921958
200.0,1000,15104.063446
68.81,1000,15253.005152
100.02,1000,15403.720376
200.0,1000,15512.034832
200.0,1000,15660.757634
100.0,1000,15811.500747
0.0,1000,15919.101228
200.0,1000,16070.40097
200.0,1000,16220.519064
100.0,1000,16327.960327
100.0,1000,16476.360491
100.0,1000,16626.572273
100.02,1000,16737.147427
100.0,1000,16887.908394
200.0,1000,16991.859715
200.0,1000,17142.641866
102.41,1000,17292.298621
44.0,1000,17403.534108
100.0,1000,17552.90067
100.0,1000,17703.709504
200.0,1000,17812.953262
100.0,1000,17963.143515
200.0,1000,18115.915133
200.0,1000,18224.31319
0.0,1000,18372.510828
200.0,1000,18483.854917
100.0,1000,18634.337403
200.0,1000,18784.645079
0.0,1000,18893.323069
200.0,1000,19039.918283
200.0,1000,19190.699641
100.0,1000,19300.329839
200.0,1000,19450.8979
48.8,1000,19599.382405
100.0,1000,19707.620582
200.0,1000,19856.688151
200.0,1000,20001.015374
200.0,1000,20110.015401
200.0,1000,20256.257562
100.0,1000,20365.460976
100.0,1000,20514.489632
200.0,1000,20663.390141
200.0,1000,20773.020018
100.0,1000,20924.389012
200.0,1000,21072.397488
200.0,1000,21183.90096
200.0,1000,21332.617835
