#{"t_start": 1701724770.916963, "env_id": "multigrid-mapf-v0"}
r,l,t
507.35,1000,105.035738
401.71,1000,251.98885
271.47,1000,362.185935
171.79,1000,512.664263
228.75,1000,661.758037
216.57,1000,771.458216
279.06,1000,923.873836
266.12,1000,1075.030733
307.57,1000,1184.199938
356.02,1000,1334.304937
331.41,1000,1485.144698
281.25,1000,1595.823786
338.83,1000,1744.146843
210.76,1000,1854.473042
210.71,1000,2004.607907
244.14,1000,2155.238574
271.63,1000,2264.022644
210.73,1000,2416.928207
409.92,1000,2568.862376
207.14,1000,2678.42621
114.81,1000,2830.48788
74.75,1000,2976.125251
210.02,1000,3086.356825
256.35,1000,3236.272362
107.7,1000,3387.744052
251.16,1000,3499.495527
266.31,1000,3650.645777
274.4,1000,3759.485364
197.72,1000,3909.437501
251.8,1000,4059.508859
177.25,1000,4167.762689
349.13,1000,4312.153052
297.75,1000,4437.065956
379.35,1000,4530.619244
351.65,1000,4653.159211
400.73,1000,4774.68308
338.91,1000,4868.610605
289.2,1000,4992.662118
339.73,1000,5088.599798
400.02,1000,5216.277337
259.57,1000,5364.775539
347.91,1000,5472.765267
200.84,1000,5618.516443
300.01,1000,5765.693126
217.92,1000,5873.809176
207.08,1000,6001.205411
110.71,1000,6149.230164
291.34,1000,6259.165676
321.61,1000,6409.30765
108.56,1000,6560.217149
366.57,1000,6666.454855
64.85,1000,6814.731872
233.76,1000,6922.783375
332.73,1000,7070.961444
284.37,1000,7221.179055
283.42,1000,7328.351696
316.91,1000,7477.455745
369.06,1000,7624.806935
243.82,1000,7732.766902
400.0,1000,7882.834599
300.7,1000,8029.51724
316.62,1000,8137.001257
300.02,1000,8285.77372
300.0,1000,8388.299583
271.93,1000,8539.588846
202.41,1000,8687.482923
156.01,1000,8796.512397
100.0,1000,8945.786611
200.0,1000,9093.797132
200.0,1000,9203.173243
300.0,1000,9351.316394
171.2,1000,9499.653279
36.64,1000,9607.73616
153.92,1000,9757.052999
153.92,1000,9902.953755
300.0,1000,10012.53196
300.0,1000,10160.381622
300.0,1000,10270.3767
300.0,1000,10418.247488
167.6,1000,10567.085262
289.63,1000,10676.910591
200.0,1000,10827.597304
161.12,1000,10979.446439
212.88,1000,11086.796312
120.4,1000,11236.598606
100.0,1000,11382.703744
200.0,1000,11490.801275
104.03,1000,11639.016505
200.0,1000,11745.954635
200.0,1000,11894.778189
200.0,1000,12046.438501
100.0,1000,12155.176991
100.0,1000,12305.136642
200.0,1000,12453.480326
200.0,1000,12561.036712
200.0,1000,12713.437633
100.0,1000,12862.238337
200.0,1000,12969.715734
200.0,1000,13116.325577
200.0,1000,13264.900877
100.0,1000,13374.75548
100.0,1000,13526.64925
100.01,1000,13635.415191
200.0,1000,13782.117845
100.0,1000,13933.025182
200.0,1000,14039.938
100.0,1000,14185.733823
200.0,1000,14333.099848
200.0,1000,14440.383417
0.03,1000,14590.401885
200.0,1000,14740.900766
0.0,1000,14851.298382
200.0,1000,14995.872325
100.0,1000,15104.013242
200.0,1000,15252.897917
171.23,1000,15403.66947
100.13,1000,15511.985354
200.0,1000,15660.707747
200.0,1000,15811.452703
200.0,1000,15919.048326
200.0,1000,16070.34966
200.0,1000,16220.471138
200.0,1000,16327.908722
200.0,1000,16476.310847
200.0,1000,16626.520867
200.0,1000,16737.094926
200.0,1000,16887.802697
200.0,1000,16991.755025
200.0,1000,17142.532318
53.6,1000,17292.245424
100.0,1000,17403.482711
100.0,1000,17552.848523
0.02,1000,17703.657886
100.0,1000,17812.904099
200.0,1000,17963.090851
100.0,1000,18115.794906
100.0,1000,18224.262565
200.0,1000,18372.457933
200.0,1000,18483.804078
200.0,1000,18634.289345
180.0,1000,18784.596026
100.0,1000,18893.218237
200.0,1000,19039.866868
200.0,1000,19190.649634
0.0,1000,19300.276932
100.0,1000,19450.790479
200.0,1000,19599.331724
199.91,1000,19707.571132
100.0,1000,19856.635831
100.0,1000,20000.966124
200.0,1000,20109.965006
100.0,1000,20256.207019
200.0,1000,20365.410238
200.0,1000,20514.438396
200.0,1000,20663.338156
100.0,1000,20772.967747
200.0,1000,20924.337186
200.0,1000,21072.346945
200.0,1000,21183.849547
200.0,1000,21332.567844
100.0,1000,21482.07281
100.0,1000,21590.116437
100.0,1000,21737.744582
185.6,1000,21847.651523
100.02,1000,21996.596672
200.0,1000,22147.161278
200.0,1000,22256.914756
100.0,1000,22406.906093
100.13,1000,22558.890956
200.0,1000,22665.535481
104.36,1000,22809.023669
99.91,1000,22961.705614
54.42,1000,23071.636189
5.64,1000,23221.866099
200.0,1000,23370.693122
200.0,1000,23479.689052
100.0,1000,23631.247738
100.0,1000,23743.114836
0.0,1000,23895.792483
200.0,1000,24042.531199
0.02,1000,24151.575652
153.92,1000,24302.863436
200.0,1000,24452.730499
200.0,1000,24562.196734
199.91,1000,24709.000072
0.04,1000,24858.220903
100.02,1000,24968.465687
200.0,1000,25118.790355
200.0,1000,25227.894363
0.02,1000,25374.319666
52.18,1000,25524.477571
0.0,1000,25627.361922
200.0,1000,25776.098389
2.43,1000,25925.403791
0.0,1000,26022.930504
200.0,1000,26148.213664
0.0,1000,26271.542774
0.0,1000,26367.053068
200.0,1000,26491.969031
0.0,1000,26624.061659
19.21,1000,26731.448236
0.0,1000,26883.826962
0.01,1000,26997.007775
77.6,1000,27155.399237
0.0,1000,27312.706477
0.01,1000,27426.267951
0.0,1000,27582.672089
164.0,1000,27739.801644
199.81,1000,27853.859947
0.0,1000,28012.149325
0.0,1000,28171.017581
4.59,1000,28283.857528
0.04,1000,28443.093513
0.02,1000,28597.345404
200.0,1000,28712.246319
0.04,1000,28869.059906
100.0,1000,28980.970426
0.01,1000,29136.047891
0.0,1000,29293.952972
113.6,1000,29407.198518
0.03,1000,29564.262307
36.65,1000,29720.428559
51.3,1000,29833.195404
0.05,1000,29985.468374
0.04,1000,30142.467943
0.02,1000,30257.360423
0.01,1000,30413.551657
0.0,1000,30527.749921
0.0,1000,30683.298666
100.0,1000,30840.006186
0.0,1000,30952.384838
200.0,1000,31106.181142
100.0,1000,31263.460082
200.0,1000,31375.356728
100.11,1000,31524.208444
0.01,1000,31681.142056
0.02,1000,31794.567683
0.02,1000,31949.500783
59.2,1000,32111.23342
0.12,1000,32222.341936
200.0,1000,32379.91466
0.05,1000,32493.442797
51.02,1000,32654.056703
200.0,1000,32812.924042
200.0,1000,32925.05664
0.04,1000,33081.731472
200.0,1000,33238.53443
