#{"t_start": 1701652913.8773496, "env_id": "multigrid-mapf-v0"}
r,l,t
387.69,1000,104.982087
267.53,1000,207.535836
337.3,1000,311.709829
116.96,1000,483.410407
155.3,1000,587.844118
231.3,1000,694.223403
255.59,1000,870.392069
194.81,1000,974.920424
237.46,1000,1083.154864
349.74,1000,1251.44275
310.0,1000,1358.752778
100.73,1000,1467.521703
341.75,1000,1638.527401
194.66,1000,1745.115767
300.02,1000,1850.657001
43.1,1000,2023.18597
256.08,1000,2129.362153
166.0,1000,2239.599612
153.92,1000,2409.88819
197.82,1000,2514.037157
177.52,1000,2621.543161
10.0,1000,2794.899734
245.62,1000,2899.828512
196.4,1000,3007.884994
148.81,1000,3115.207988
253.83,1000,3278.509578
266.16,1000,3383.102546
113.6,1000,3490.618062
104.89,1000,3659.350506
110.02,1000,3766.915762
128.14,1000,3877.75515
