#{"t_start": 1701879788.5391712, "env_id": "multigrid-mapf-v0"}
r,l,t
161.39,1000,106.914547
44.67,1000,214.920486
17.81,1000,325.12965
33.86,1000,506.150272
2.61,1000,619.704918
42.01,1000,731.300233
0.32,1000,910.303343
0.04,1000,1022.10009
0.08,1000,1132.186274
0.22,1000,1318.632637
0.25,1000,1431.000108
0.03,1000,1544.896682
0.02,1000,1727.620537
22.42,1000,1837.661569
0.01,1000,1951.598
0.01,1000,2135.968628
0.0,1000,2244.786332
0.02,1000,2356.706047
0.25,1000,2537.044659
0.25,1000,2651.581635
0.11,1000,2767.369507
0.0,1000,2954.223914
