#{"t_start": 1701879788.5885031, "env_id": "multigrid-mapf-v0"}
r,l,t
166.28,1000,106.971559
79.34,1000,215.062413
53.16,1000,325.191557
23.22,1000,506.219165
28.53,1000,619.764678
11.68,1000,731.360926
4.43,1000,910.36511
4.82,1000,1022.164679
19.64,1000,1132.330899
4.51,1000,1318.698059
6.98,1000,1431.063358
8.88,1000,1544.958964
34.93,1000,1727.68154
0.0,1000,1837.723528
0.0,1000,1951.660634
0.0,1000,2136.028064
0.0,1000,2244.846335
0.0,1000,2356.765504
0.0,1000,2537.104938
0.0,1000,2651.646907
0.0,1000,2767.43399
0.0,1000,2954.28655
