#{"t_start": 1701879788.6378672, "env_id": "multigrid-mapf-v0"}
r,l,t
102.59,1000,107.028776
123.32,1000,215.124086
62.19,1000,325.248693
28.55,1000,506.278712
2.52,1000,619.823919
4.94,1000,731.42311
19.56,1000,910.423402
20.86,1000,1022.223239
0.54,1000,1132.391158
0.14,1000,1318.759377
0.01,1000,1431.125699
0.01,1000,1545.02164
0.0,1000,1727.740178
0.13,1000,1837.782794
0.51,1000,1951.72017
0.21,1000,2136.089147
0.33,1000,2244.905796
0.0,1000,2356.825551
0.35,1000,2537.166402
0.13,1000,2651.708544
0.8,1000,2767.494504
0.0,1000,2954.352121
