#{"t_start": 1700953977.765494, "env_id": "multigrid-mapf-v0"}
r,l,t
0.6,1000,13.364118
0.4,1000,24.394856
0.6,1000,34.951561
0.2,1000,54.186006
0.8,1000,65.939174
0.8,1000,78.467895
0.4,1000,98.422457
0.8,1000,110.169189
3.2,1000,121.052814
6.4,1000,140.40609
18.0,1000,151.802749
72.6,1000,163.890841
185.0,1000,184.206381
196.2,1000,195.105058
199.2,1000,205.78652
201.8,1000,225.260419
215.0,1000,237.205942
328.2,1000,249.128866
388.6,1000,269.071116
395.2,1000,280.054421
397.6,1000,291.38484
395.2,1000,310.326528
398.8,1000,321.659998
399.4,1000,333.657068
399.8,1000,345.326186
399.2,1000,365.587766
400.0,1000,376.380621
400.4,1000,387.505706
399.6,1000,408.133737
400.0,1000,420.652402
399.8,1000,431.834571
399.8,1000,451.353721
399.2,1000,462.481897
400.4,1000,473.759742
401.2,1000,493.277408
400.2,1000,505.46284
399.6,1000,516.626732
402.6,1000,536.884947
402.2,1000,547.969044
403.6,1000,558.791471
411.6,1000,578.555607
424.8,1000,591.406795
495.0,1000,602.879503
600.0,1000,622.403929
730.2,1000,633.401606
781.6,1000,644.509849
795.6,1000,664.817095
797.2,1000,676.764659
797.8,1000,688.325629
796.8,1000,699.758064
795.2,1000,719.569477
794.2,1000,730.447197
796.0,1000,741.331468
799.4,1000,761.509938
797.2,1000,773.618495
798.8,1000,785.148785
799.0,1000,804.424991
800.4,1000,815.324236
795.0,1000,826.438301
801.8,1000,847.801552
799.8,1000,859.445747
805.2,1000,871.140007
