#{"t_start": 1700955886.5230742, "env_id": "multigrid-mapf-v0"}
r,l,t
0.4,1000,16.959694
0.0,1000,31.826331
0.6,1000,47.359691
0.2,1000,72.172961
0.8,1000,87.59162
1.6,1000,101.777293
2.6,1000,124.68729
3.0,1000,142.657672
17.8,1000,157.913146
80.2,1000,181.249305
159.0,1000,195.421865
208.4,1000,210.575046
218.2,1000,235.104625
275.4,1000,250.698323
308.8,1000,266.244425
370.6,1000,288.830935
393.2,1000,304.181908
393.4,1000,321.545217
398.2,1000,345.342074
410.4,1000,360.268514
402.6,1000,375.314417
417.0,1000,399.444931
456.0,1000,415.1552
457.0,1000,430.881379
486.6,1000,446.391643
542.4,1000,469.493905
511.4,1000,484.837255
435.8,1000,501.64117
469.0,1000,525.586795
508.0,1000,540.329205
535.6,1000,555.323126
581.2,1000,580.674405
524.8,1000,596.646836
694.8,1000,612.184257
669.2,1000,636.127928
1036.0,1000,651.339457
994.0,1000,667.639594
368.6,1000,691.8163
742.4,1000,707.038298
384.6,1000,721.974129
551.4,1000,746.957825
476.0,1000,763.298591
636.6,1000,778.16353
1161.6,1000,801.708679
1010.2,1000,816.437335
471.2,1000,831.827234
1176.8,1000,857.081709
892.8,1000,872.830783
1089.0,1000,887.85763
1175.4,1000,902.683604
1128.2,1000,928.787507
798.4,1000,944.736691
1087.4,1000,959.780495
1126.6,1000,982.602952
1121.6,1000,998.165992
827.4,1000,1014.964276
1157.2,1000,1039.757053
1200.6,1000,1055.453839
1197.8,1000,1069.944835
1197.0,1000,1094.154115
1200.6,1000,1111.015045
615.8,1000,1126.787941
1189.6,1000,1150.065282
558.6,1000,1164.71894
171.6,1000,1181.416831
186.0,1000,1206.194384
255.4,1000,1221.253746
248.4,1000,1236.375406
178.0,1000,1259.776236
217.2,1000,1275.57918
473.8,1000,1291.839458
388.6,1000,1314.808178
376.2,1000,1329.571676
391.0,1000,1345.233174
369.0,1000,1361.540968
396.2,1000,1385.1536
399.2,1000,1400.096688
490.2,1000,1415.313343
400.4,1000,1439.415506
516.2,1000,1454.592441
400.0,1000,1470.827961
456.8,1000,1493.834098
437.4,1000,1508.669131
421.4,1000,1524.587685
400.4,1000,1549.821925
440.6,1000,1564.656651
582.0,1000,1579.620337
570.2,1000,1603.153081
448.4,1000,1619.533256
510.0,1000,1634.827299
598.4,1000,1657.837572
478.8,1000,1672.768697
598.8,1000,1687.614757
590.4,1000,1713.840057
591.4,1000,1729.19695
600.4,1000,1743.573093
599.6,1000,1766.871531
599.8,1000,1782.86921
599.4,1000,1799.070869
561.8,1000,1814.808849
667.4,1000,1838.85889
574.2,1000,1853.189166
625.6,1000,1868.469445
400.0,1000,1893.76415
400.0,1000,1909.682057
406.0,1000,1924.342783
400.4,1000,1946.820424
400.0,1000,1963.514286
407.4,1000,1978.897912
400.2,1000,2003.148959
400.4,1000,2018.948634
399.0,1000,2033.094499
399.8,1000,2058.048146
398.6,1000,2074.98689
399.4,1000,2089.754255
400.4,1000,2114.008666
400.2,1000,2130.484811
397.0,1000,2146.887782
400.0,1000,2170.52766
399.4,1000,2185.479371
400.0,1000,2200.664375
400.2,1000,2224.893191
400.4,1000,2240.101704
398.4,1000,2256.096487
396.0,1000,2271.287624
