#{"t_start": 1701822681.0029788, "env_id": "multigrid-mapf-v0"}
r,l,t
101.99,1000,105.013853
94.43,1000,211.605394
21.81,1000,317.262332
32.81,1000,495.517825
38.21,1000,606.571198
0.45,1000,713.165943
0.82,1000,888.017263
0.24,1000,999.49398
0.47,1000,1105.719836
0.41,1000,1287.927961
0.02,1000,1394.177192
0.38,1000,1503.336366
0.16,1000,1681.675208
0.35,1000,1791.02535
0.33,1000,1900.147168
0.01,1000,2078.577372
0.91,1000,2185.872509
0.03,1000,2294.928617
0.38,1000,2474.741117
0.7,1000,2584.653724
0.03,1000,2693.378866
0.5,1000,2867.628699
1.37,1000,2975.647541
0.26,1000,3083.685994
