#{"t_start": 1701822680.9085128, "env_id": "multigrid-mapf-v0"}
r,l,t
146.38,1000,104.900638
66.96,1000,211.484885
7.67,1000,317.143359
29.61,1000,495.393587
3.92,1000,606.44717
22.4,1000,713.045386
0.07,1000,887.895343
2.55,1000,999.373405
3.27,1000,1105.594329
0.2,1000,1287.800903
0.14,1000,1393.976724
0.22,1000,1503.213655
0.4,1000,1681.555766
0.95,1000,1790.821692
0.0,1000,1900.027218
0.84,1000,2078.456568
0.02,1000,2185.750963
0.31,1000,2294.806768
0.65,1000,2474.620027
0.24,1000,2584.529366
0.24,1000,2693.259419
0.14,1000,2867.510488
0.15,1000,2975.52582
0.14,1000,3083.56441
0.05,1000,3191.741756
