#{"t_start": 1700955886.5300393, "env_id": "multigrid-mapf-v0"}
r,l,t
0.6,1000,16.96059
0.4,1000,31.83286
0.4,1000,47.36068
0.8,1000,72.174564
0.4,1000,87.592102
1.6,1000,101.777701
1.8,1000,124.688017
4.0,1000,142.658732
30.2,1000,157.913832
80.2,1000,181.249734
161.2,1000,195.422682
184.8,1000,210.57639
209.2,1000,235.105397
261.6,1000,250.700369
352.2,1000,266.245052
377.6,1000,288.831604
388.0,1000,304.18389
389.2,1000,321.546108
398.2,1000,345.342562
412.4,1000,360.269468
413.2,1000,375.315567
462.0,1000,399.446465
435.0,1000,415.155851
489.8,1000,430.882358
554.8,1000,446.392382
486.6,1000,469.494552
465.6,1000,484.838575
465.4,1000,501.724647
469.2,1000,525.58737
413.8,1000,540.330202
549.0,1000,555.32387
567.0,1000,580.675567
624.8,1000,596.649386
570.6,1000,612.185229
543.6,1000,636.128756
934.0,1000,651.340199
1999.8,1000,667.640941
653.8,1000,691.817114
1168.2,1000,707.038841
1110.8,1000,721.9748
1219.6,1000,746.959167
1244.2,1000,763.299335
1119.0,1000,778.164529
1152.6,1000,801.709427
1184.2,1000,816.43784
840.0,1000,831.828699
1167.4,1000,857.082792
1163.8,1000,872.831653
1168.4,1000,887.858308
1037.0,1000,902.684083
500.6,1000,928.789093
1122.8,1000,944.737495
1065.4,1000,959.7811
1083.6,1000,982.605308
491.0,1000,998.167927
1197.4,1000,1014.966782
744.4,1000,1039.758234
1199.2,1000,1055.454441
1195.4,1000,1069.945761
1185.8,1000,1094.156384
1049.8,1000,1111.015763
905.4,1000,1126.78908
773.8,1000,1150.066022
138.8,1000,1164.720413
198.0,1000,1181.418546
294.6,1000,1206.276777
230.8,1000,1221.254402
259.6,1000,1236.376079
329.6,1000,1259.77738
508.2,1000,1275.580475
370.8,1000,1291.840386
354.8,1000,1314.808587
324.2,1000,1329.572506
382.0,1000,1345.23592
395.4,1000,1361.541985
406.8,1000,1385.154383
399.2,1000,1400.09734
401.8,1000,1415.314274
447.4,1000,1439.418532
423.6,1000,1454.592947
513.6,1000,1470.829053
397.6,1000,1493.834656
559.8,1000,1508.669739
524.8,1000,1524.592412
477.0,1000,1549.937803
513.6,1000,1564.657237
561.6,1000,1579.621459
569.2,1000,1603.154033
598.2,1000,1619.534481
405.2,1000,1634.828778
599.6,1000,1657.838418
547.6,1000,1672.769443
503.6,1000,1687.615826
554.0,1000,1713.840855
597.2,1000,1729.197598
598.2,1000,1743.573525
598.4,1000,1766.872103
600.0,1000,1782.871585
596.6,1000,1799.071683
599.0,1000,1814.80946
677.8,1000,1838.859874
594.4,1000,1853.189736
598.8,1000,1868.47119
673.4,1000,1893.853047
883.2,1000,1909.682684
598.4,1000,1924.343534
600.6,1000,1946.820975
666.4,1000,1963.515163
746.8,1000,1978.898633
598.6,1000,2003.149885
603.4,1000,2018.949307
597.4,1000,2033.095372
594.8,1000,2058.048966
595.4,1000,2074.987505
603.6,1000,2089.754733
598.6,1000,2114.009065
599.6,1000,2130.486451
704.6,1000,2146.888514
591.8,1000,2170.528255
597.6,1000,2185.480462
641.8,1000,2200.664772
602.8,1000,2224.894369
614.8,1000,2240.183677
597.4,1000,2256.09734
598.4,1000,2271.288476
